time	V(n002)	I(L1)
8.007587618331485e-002	1.374144e+000	4.285380e-002
8.008848950915050e-002	7.483590e-001	5.658936e-002
8.009788092145663e-002	1.996306e-001	6.158886e-002
8.010637118252768e-002	-3.214930e-001	6.116418e-002
8.011505064153489e-002	-8.264517e-001	5.592908e-002
8.012563270340962e-002	-1.353429e+000	4.415805e-002
8.013586661303128e-002	-1.752268e+000	2.878881e-002
8.014046212854485e-002	-1.879415e+000	2.069100e-002
8.014386066075852e-002	-1.940686e+000	1.422160e-002
8.014727389227379e-002	-1.975634e+000	7.530810e-003
8.015198466313560e-002	-1.987180e+000	-1.813453e-003
8.015623085595998e-002	-1.957282e+000	-1.015284e-002
8.016312086426555e-002	-1.822768e+000	-2.294606e-002
8.017378241130405e-002	-1.462935e+000	-4.002506e-002
8.018600564428897e-002	-8.848965e-001	-5.461210e-002
8.019556213996812e-002	-3.391226e-001	-6.095243e-002
8.020407256027756e-002	1.824510e-001	-6.171109e-002
8.021290925268873e-002	7.087619e-001	-5.762059e-002
8.022259631306498e-002	1.210427e+000	-4.789913e-002
8.023502857352180e-002	1.722642e+000	-3.012801e-002
8.023985294336558e-002	1.865547e+000	-2.184001e-002
8.024340510669348e-002	1.933763e+000	-1.512125e-002
8.024672517944277e-002	1.973887e+000	-8.638502e-003
8.024988506594713e-002	1.991697e+000	-2.374372e-003
8.025295728098544e-002	1.987033e+000	3.729678e-003
8.025781272353834e-002	1.934674e+000	1.317994e-002
8.026567246338034e-002	1.752330e+000	2.736856e-002
8.027698506597285e-002	1.324533e+000	4.428386e-002
8.028979413062168e-002	6.743502e-001	5.748922e-002
8.029915294967734e-002	1.220775e-001	6.179527e-002
8.030764075949323e-002	-3.980560e-001	6.071939e-002
8.031627094584114e-002	-8.922029e-001	5.485227e-002
8.032731855790004e-002	-1.428060e+000	4.190035e-002
8.033648922782663e-002	-1.772286e+000	2.775746e-002
8.034091700765528e-002	-1.889093e+000	1.984501e-002
8.034420169804402e-002	-1.945472e+000	1.356474e-002
8.034768613377437e-002	-1.978843e+000	6.720498e-003
8.035213869874733e-002	-1.987216e+000	-2.115540e-003
8.035648147196943e-002	-1.954058e+000	-1.063487e-002
8.036352581756294e-002	-1.812363e+000	-2.366089e-002
8.037429144341174e-002	-1.441821e+000	-4.073188e-002
8.038661197122300e-002	-8.519587e-001	-5.512797e-002
8.039611902958795e-002	-3.056994e-001	-6.113617e-002
8.040462326212705e-002	2.159565e-001	-6.161020e-002
8.041341107889836e-002	7.367377e-001	-5.724513e-002
8.042332006101288e-002	1.243362e+000	-4.698919e-002
8.043578280112253e-002	1.745532e+000	-2.886325e-002
8.044040104297756e-002	1.877623e+000	-2.084628e-002
8.044381491897973e-002	1.939713e+000	-1.435300e-002
8.044721869363439e-002	1.975881e+000	-7.684337e-003
8.045145193912966e-002	1.989591e+000	7.152520e-004
8.045536390306901e-002	1.967641e+000	8.429766e-003
8.046171821501212e-002	1.857310e+000	2.039420e-002
8.047191580212298e-002	1.538473e+000	3.730579e-002
8.048382237746833e-002	1.000592e+000	5.246145e-002
8.049418986441133e-002	4.216323e-001	6.030223e-002
8.050286783278644e-002	-1.070642e-001	6.183257e-002
8.051194694013836e-002	-6.528937e-001	5.831708e-002
8.052109196896060e-002	-1.138374e+000	4.975800e-002
8.053352298626731e-002	-1.673054e+000	3.264810e-002
8.053876786988472e-002	-1.839247e+000	2.384388e-002
8.054259721609035e-002	-1.920704e+000	1.669046e-002
8.054572709284807e-002	-1.964363e+000	1.061908e-002
8.054897286580168e-002	-1.987617e+000	4.203217e-003
8.055261812125994e-002	-1.987213e+000	-3.039138e-003
8.055726128118818e-002	-1.943279e+000	-1.210959e-002
8.056478421135770e-002	-1.778421e+000	-2.583412e-002
8.057586636125877e-002	-1.374789e+000	-4.283451e-002
8.058847774915114e-002	-7.492870e-001	-5.657717e-002
8.059786970026958e-002	-2.006012e-001	-6.158553e-002
8.060635996975310e-002	3.205296e-001	-6.116905e-002
8.061504003775048e-002	8.256199e-001	-5.594200e-002
8.062561614058039e-002	1.352480e+000	-4.418597e-002
8.063586056771945e-002	1.751938e+000	-2.880673e-002
8.064045772129180e-002	1.879225e+000	-2.070777e-002
8.064385736009187e-002	1.940574e+000	-1.423682e-002
8.064726990846023e-002	1.975568e+000	-7.547659e-003
8.065198317323831e-002	1.987189e+000	1.801457e-003
8.065622843175029e-002	1.957360e+000	1.013923e-002
8.066311694595765e-002	1.822978e+000	2.293092e-002
8.067377542836852e-002	1.463411e+000	4.000882e-002
8.068599721233424e-002	8.855954e-001	5.460065e-002
8.069555496347901e-002	3.398227e-001	6.094823e-002
8.070406551241298e-002	-1.817484e-001	6.171289e-002
8.071290323956296e-002	-7.081757e-001	5.762819e-002
8.072258558496527e-002	-1.209729e+000	4.791788e-002
8.073501719870638e-002	-1.722159e+000	3.015439e-002
8.073984469980955e-002	-1.865267e+000	2.186294e-002
8.074339895158576e-002	-1.933606e+000	1.514111e-002
8.074671778154693e-002	-1.973803e+000	8.661292e-003
8.074986941365303e-002	-1.991647e+000	2.413754e-003
8.075295146324454e-002	-1.987052e+000	-3.709925e-003
8.075780326613644e-002	-1.934879e+000	-1.315395e-002
8.076565724159542e-002	-1.752901e+000	-2.733564e-002
8.077696427726794e-002	-1.325659e+000	-4.425241e-002
8.078976958064990e-002	-6.759793e-001	-5.747037e-002
8.079912921844634e-002	-1.237686e-001	-6.179168e-002
8.080761707742894e-002	3.963958e-001	-6.072997e-002
8.081624832166057e-002	8.907862e-001	-5.487639e-002
8.082728589025108e-002	1.426486e+000	-4.195064e-002
8.083647754041753e-002	1.771810e+000	-2.778359e-002
8.084090845140804e-002	1.888839e+000	-1.986804e-002
8.084419527647530e-002	1.945332e+000	-1.358441e-002
8.084767836032679e-002	1.978760e+000	-6.743202e-003
8.085213579655878e-002	1.987223e+000	2.102403e-003
8.085647675039091e-002	1.954159e+000	1.061848e-002
8.086351819057375e-002	1.812654e+000	2.364078e-002
8.087428021075886e-002	1.442447e+000	4.071115e-002
8.088659851063201e-002	8.528936e-001	5.511342e-002
8.089610713078610e-002	3.066364e-001	6.113112e-002
8.090461154068296e-002	-2.150201e-001	6.161314e-002
8.091340072219547e-002	-7.359585e-001	5.725568e-002
8.092330349284836e-002	-1.242451e+000	4.701481e-002
8.093576537348680e-002	-1.744911e+000	2.889882e-002
8.094038834544008e-002	-1.877275e+000	2.087600e-002
8.094380541256740e-002	-1.939526e+000	1.437768e-002
8.094720722465132e-002	-1.975775e+000	7.713406e-003
8.095143777951905e-002	-1.989626e+000	-6.807037e-004
8.095534085587658e-002	-1.967915e+000	-8.378474e-003
8.096168089108055e-002	-1.858257e+000	-2.032097e-002
8.097185659319589e-002	-1.540897e+000	-3.721339e-002
8.098375758563764e-002	-1.004054e+000	-5.238929e-002
8.099415819206147e-002	-4.236718e-001	-6.028219e-002
8.100284367386262e-002	1.053645e-001	-6.183323e-002
8.101193103086463e-002	6.517860e-001	-5.832997e-002
8.102106339547591e-002	1.136829e+000	-4.979588e-002
8.103349558338137e-002	1.672013e+000	-3.269820e-002
8.103874823654170e-002	1.838676e+000	-2.388540e-002
8.104258264182196e-002	1.920405e+000	-1.672449e-002
8.104570895985776e-002	1.964119e+000	-1.066086e-002
8.104896882372685e-002	1.987556e+000	-4.217514e-003
8.105261661756830e-002	1.987222e+000	3.029783e-003
8.105725883589145e-002	1.943352e+000	1.209867e-002
8.106478026942608e-002	1.778618e+000	2.582169e-002
8.107586007211845e-002	1.375204e+000	4.282198e-002
8.108847021549387e-002	7.498860e-001	5.656923e-002
8.109786251709000e-002	2.012284e-001	6.158331e-002
8.110635279177275e-002	-3.199064e-001	6.117212e-002
8.111503325339410e-002	-8.250813e-001	5.595029e-002
8.112560550261752e-002	-1.351865e+000	4.420397e-002
8.113585668718763e-002	-1.751722e+000	2.881836e-002
8.114045489233906e-002	-1.879099e+000	2.071867e-002
8.114385524147795e-002	-1.940499e+000	1.424674e-002
8.114726735141321e-002	-1.975523e+000	7.558640e-003
8.115198221692002e-002	-1.987193e+000	-1.793581e-003
8.115622687572476e-002	-1.957409e+000	-1.013032e-002
8.116311443090463e-002	-1.823113e+000	-2.292102e-002
8.117377090617636e-002	-1.463720e+000	-3.999818e-002
8.118599175034633e-002	-8.860503e-001	-5.459312e-002
8.119555032263305e-002	-3.402790e-001	-6.094543e-002
8.120406095552062e-002	1.812899e-001	-6.171400e-002
8.121289935791617e-002	7.077926e-001	-5.763309e-002
8.122257862710326e-002	1.209273e+000	-4.793006e-002
8.123500981898169e-002	1.721842e+000	-3.017155e-002
8.123983935193903e-002	1.865082e+000	-2.187790e-002
8.124339495869959e-002	1.933502e+000	-1.515409e-002
8.124671298268210e-002	1.973746e+000	-8.676170e-003
8.124985926028272e-002	1.991612e+000	-2.439403e-003
8.125294768936697e-002	1.987062e+000	3.697001e-003
8.125779713123457e-002	1.935011e+000	1.313697e-002
8.126564736717906e-002	1.753271e+000	2.731417e-002
8.127695076916504e-002	1.326391e+000	4.423184e-002
8.128975362541253e-002	6.770398e-001	5.745800e-002
8.129911379788191e-002	1.248703e-001	6.178924e-002
8.130760168863255e-002	-3.953135e-001	6.073678e-002
8.131623362220079e-002	-8.898621e-001	5.489204e-002
8.132726464384259e-002	-1.425459e+000	4.198333e-002
8.133646993660472e-002	-1.771497e+000	2.780063e-002
8.134090288507995e-002	-1.888672e+000	1.988309e-002
8.134419109901321e-002	-1.945239e+000	1.359728e-002
8.134767330364448e-002	-1.978703e+000	6.758052e-003
8.135213390861806e-002	-1.987226e+000	-2.093767e-003
8.135647367888899e-002	-1.954224e+000	-1.060772e-002
8.136351322898359e-002	-1.812842e+000	-2.362759e-002
8.137427288305206e-002	-1.442855e+000	-4.069754e-002
8.138658972834735e-002	-8.535047e-001	-5.510384e-002
8.139609937236432e-002	-3.072494e-001	-6.112775e-002
8.140460389833716e-002	2.144070e-001	-6.161500e-002
8.141339397347311e-002	7.354478e-001	-5.726252e-002
8.142329267747148e-002	1.241854e+000	-4.703153e-002
8.143575399555253e-002	1.744502e+000	-2.892207e-002
8.144038005645908e-002	1.877045e+000	-2.089544e-002
8.144379920707505e-002	1.939402e+000	-1.439384e-002
8.144719973857986e-002	1.975704e+000	-7.732440e-003
8.145142853712356e-002	1.989646e+000	6.580835e-004
8.145532581219779e-002	1.968091e+000	8.344914e-003
8.146165652754830e-002	1.858872e+000	2.027306e-002
8.147181793871201e-002	1.542478e+000	3.715289e-002
8.148371526663872e-002	1.006314e+000	5.234196e-002
8.149413754895415e-002	4.250026e-001	6.026901e-002
8.150282795322172e-002	-1.042555e-001	6.183356e-002
8.151192071090566e-002	-6.510638e-001	5.833829e-002
8.152104482223850e-002	-1.135822e+000	4.982050e-002
8.153347777730258e-002	-1.671333e+000	3.273079e-002
8.153873548129535e-002	-1.838302e+000	2.391243e-002
8.154257317417538e-002	-1.920208e+000	1.674668e-002
8.154569718008808e-002	-1.963958e+000	1.068809e-002
8.154896619799515e-002	-1.987515e+000	4.226896e-003
8.155261564076465e-002	-1.987226e+000	-3.023605e-003
8.155725724741568e-002	-1.943399e+000	-1.209147e-002
8.156477770871526e-002	-1.778745e+000	-2.581351e-002
8.157585596563828e-002	-1.375476e+000	-4.281371e-002
8.158846529497077e-002	-7.502788e-001	-5.656395e-002
8.159785782759138e-002	-2.016401e-001	-6.158179e-002
8.160634810561881e-002	3.194970e-001	-6.117408e-002
8.161502882572387e-002	8.247269e-001	-5.595568e-002
8.162559854394443e-002	1.351460e+000	-4.421575e-002
8.163585414962492e-002	1.751579e+000	-2.882600e-002
8.164045304246725e-002	1.879015e+000	-2.072584e-002
8.164385385611721e-002	1.940448e+000	-1.425328e-002
8.164726567938731e-002	1.976290e+000	-7.566711e-003
8.165150994604548e-002	1.989428e+000	8.552241e-004
8.165545831736076e-002	1.966497e+000	8.638202e-003
8.166187109643723e-002	1.853405e+000	2.069209e-002
8.167215822240699e-002	1.528507e+000	3.768109e-002
8.168408724621089e-002	9.864201e-001	5.275283e-002
8.169432020732172e-002	4.132776e-001	6.038282e-002
8.170296775621527e-002	-1.140320e-001	6.182885e-002
8.171201338539416e-002	-6.574472e-001	5.826338e-002
8.172121050678462e-002	-1.144710e+000	4.960124e-002
8.173363678455139e-002	-1.677313e+000	3.244121e-002
8.173884944819906e-002	-1.841572e+000	2.367298e-002
8.174265779057603e-002	-1.921909e+000	1.655086e-002
8.174580245177851e-002	-1.965345e+000	1.044740e-002
8.174898966696952e-002	-1.987852e+000	4.145858e-003
8.175262437134878e-002	-1.987165e+000	-3.075898e-003
8.175727144501586e-002	-1.942971e+000	-1.215286e-002
8.176480059563267e-002	-1.777619e+000	-2.588374e-002
8.177589205312197e-002	-1.373118e+000	-4.288429e-002
8.178850849499204e-002	-7.468819e-001	-5.660857e-002
8.179789905934737e-002	-1.980865e-001	-6.159398e-002
8.180638930591905e-002	3.230242e-001	-6.115628e-002
8.181506779619442e-002	8.277724e-001	-5.590838e-002
8.182565932731264e-002	1.354935e+000	-4.411354e-002
8.183587634024278e-002	1.752784e+000	-2.876055e-002
8.184046922042196e-002	1.879708e+000	-2.066468e-002
8.184386597213240e-002	1.940856e+000	-1.419780e-002
8.184728030320057e-002	1.975733e+000	-7.504408e-003
8.185198706068718e-002	1.987162e+000	1.832021e-003
8.185623475700693e-002	1.957157e+000	1.017398e-002
8.186312716957334e-002	1.822436e+000	2.296970e-002
8.187379348013994e-002	1.462188e+000	4.005035e-002
8.188601900421171e-002	8.838008e-001	5.462990e-002
8.189557354329670e-002	3.380257e-001	6.095886e-002
8.190408376231231e-002	-1.835506e-001	6.170813e-002
8.191291883573154e-002	-7.096785e-001	5.760856e-002
8.192261327451827e-002	-1.211516e+000	4.786965e-002
8.193504654725284e-002	-1.723394e+000	3.008665e-002
8.193986597067184e-002	-1.865981e+000	2.180413e-002
8.194341483414715e-002	-1.934003e+000	1.509027e-002
8.194673687186554e-002	-1.974014e+000	8.602910e-003
8.194990980432541e-002	-1.991770e+000	2.312570e-003
8.195296647586331e-002	-1.986999e+000	-3.760447e-003
8.195782767073544e-002	-1.934348e+000	-1.322055e-002
8.196569652017170e-002	-1.751428e+000	-2.742011e-002
8.197701782721638e-002	-1.322764e+000	-4.433303e-002
8.198983280666858e-002	-6.717930e-001	-5.751858e-002
8.199919034633821e-002	-1.194246e-001	-6.180070e-002
8.200767807787522e-002	4.006588e-001	-6.070259e-002
8.201630660499643e-002	8.944219e-001	-5.481425e-002
8.202736995863147e-002	1.430523e+000	-4.182132e-002
8.203650760851362e-002	1.773026e+000	-2.771665e-002
8.204093046532766e-002	1.889484e+000	-1.980910e-002
8.204421179870303e-002	1.945685e+000	-1.353413e-002
8.204769836169013e-002	1.978969e+000	-6.685141e-003
8.205214326382028e-002	1.987201e+000	2.135826e-003
8.205648889887658e-002	1.953897e+000	1.066027e-002
8.206353781441740e-002	1.811906e+000	2.369214e-002
8.207430902593166e-002	1.440846e+000	4.076400e-002
8.208663303641345e-002	8.505021e-001	5.515047e-002
8.209613767071348e-002	3.042405e-001	6.114388e-002
8.210464162709344e-002	-2.174132e-001	6.160549e-002
8.211342732117728e-002	-7.379487e-001	5.722859e-002
8.212334596543601e-002	-1.244777e+000	4.694919e-002
8.213581004296114e-002	-1.746495e+000	2.880782e-002
8.214042089407508e-002	-1.878160e+000	2.080005e-002
8.214382978229906e-002	-1.939998e+000	1.431466e-002
8.214723662739508e-002	-1.976041e+000	7.639150e-003
8.215147407982752e-002	-1.989531e+000	-7.689823e-004
8.215539994048610e-002	-1.967207e+000	-8.509649e-003
8.216177657252345e-002	-1.855824e+000	-2.050831e-002
8.217200835788636e-002	-1.534674e+000	-3.744965e-002
8.218392358259503e-002	-9.951794e-001	-5.257344e-002
8.219423950304648e-002	-4.184428e-001	-6.033324e-002
8.220290579216710e-002	1.097231e-001	-6.183132e-002
8.221197206073617e-002	6.546287e-001	-5.829673e-002
8.222113693452653e-002	1.140791e+000	-4.969844e-002
8.223356613241788e-002	1.674680e+000	-3.256942e-002
8.223879879138742e-002	1.840137e+000	-2.377878e-002
8.224262017305002e-002	1.921167e+000	-1.663719e-002
8.224575565416274e-002	1.964740e+000	-1.055364e-002
8.224897923298440e-002	1.987709e+000	-4.181083e-003
8.225262048989353e-002	1.987196e+000	3.053473e-003
8.225726513304227e-002	1.943161e+000	1.212639e-002
8.226479042067081e-002	1.778113e+000	2.585330e-002
8.227587618331492e-002	1.374144e+000	4.285380e-002
8.228848950915058e-002	7.483590e-001	5.658936e-002
8.229788092145671e-002	1.996306e-001	6.158886e-002
8.230637118252776e-002	-3.214930e-001	6.116418e-002
8.231505064153497e-002	-8.264517e-001	5.592908e-002
8.232563270340973e-002	-1.353429e+000	4.415805e-002
8.233586661303131e-002	-1.752268e+000	2.878881e-002
8.234046212854489e-002	-1.879415e+000	2.069100e-002
8.234386066075856e-002	-1.940686e+000	1.422160e-002
8.234727389227388e-002	-1.975634e+000	7.530810e-003
8.235198466313565e-002	-1.987180e+000	-1.813453e-003
8.235623085596006e-002	-1.957282e+000	-1.015284e-002
8.236312086426567e-002	-1.822768e+000	-2.294606e-002
8.237378241130421e-002	-1.462935e+000	-4.002506e-002
8.238600564428916e-002	-8.848965e-001	-5.461210e-002
8.239556213996829e-002	-3.391226e-001	-6.095243e-002
8.240407256027774e-002	1.824510e-001	-6.171109e-002
8.241290925268889e-002	7.087619e-001	-5.762059e-002
8.242259631306523e-002	1.210427e+000	-4.789913e-002
8.243502857352206e-002	1.722642e+000	-3.012801e-002
8.243985294336577e-002	1.865547e+000	-2.184001e-002
8.244340510669362e-002	1.933763e+000	-1.512125e-002
8.244672517944295e-002	1.973887e+000	-8.638502e-003
8.244988506594750e-002	1.991697e+000	-2.374372e-003
8.245295728098558e-002	1.987033e+000	3.729678e-003
8.245781272353855e-002	1.934674e+000	1.317994e-002
8.246567246338070e-002	1.752330e+000	2.736856e-002
8.247698506597329e-002	1.324533e+000	4.428386e-002
8.248979413062220e-002	6.743502e-001	5.748922e-002
8.249915294967784e-002	1.220775e-001	6.179527e-002
8.250764075949374e-002	-3.980560e-001	6.071939e-002
8.251627094584163e-002	-8.922029e-001	5.485227e-002
8.252731855790071e-002	-1.428060e+000	4.190035e-002
8.253648922782687e-002	-1.772286e+000	2.775746e-002
8.254091700765545e-002	-1.889093e+000	1.984501e-002
8.254420169804415e-002	-1.945472e+000	1.356474e-002
8.254768613377453e-002	-1.978843e+000	6.720498e-003
8.255213869874739e-002	-1.987216e+000	-2.115540e-003
8.255648147196953e-002	-1.954058e+000	-1.063487e-002
8.256352581756311e-002	-1.812363e+000	-2.366089e-002
8.257429144341191e-002	-1.441821e+000	-4.073188e-002
8.258661197122320e-002	-8.519587e-001	-5.512797e-002
8.259611902958813e-002	-3.056994e-001	-6.113617e-002
8.260462326212724e-002	2.159565e-001	-6.161020e-002
8.261341107889854e-002	7.367377e-001	-5.724513e-002
8.262332006101311e-002	1.243362e+000	-4.698919e-002
8.263578280112277e-002	1.745532e+000	-2.886325e-002
8.264040104297774e-002	1.877623e+000	-2.084628e-002
8.264381491897985e-002	1.939713e+000	-1.435300e-002
8.264721869363452e-002	1.975881e+000	-7.684337e-003
8.265145193912982e-002	1.989591e+000	7.152520e-004
8.265536390306927e-002	1.967641e+000	8.429766e-003
8.266171821501255e-002	1.857310e+000	2.039420e-002
8.267191580212367e-002	1.538473e+000	3.730579e-002
8.268382237746906e-002	1.000592e+000	5.246145e-002
8.269418986441171e-002	4.216323e-001	6.030223e-002
8.270286783278674e-002	-1.070642e-001	6.183257e-002
8.271194694013857e-002	-6.528937e-001	5.831708e-002
8.272109196896094e-002	-1.138374e+000	4.975800e-002
8.273352298626764e-002	-1.673054e+000	3.264810e-002
8.273876786988495e-002	-1.839247e+000	2.384388e-002
8.274259721609051e-002	-1.920704e+000	1.669046e-002
8.274572709284828e-002	-1.964363e+000	1.061908e-002
8.274897286580173e-002	-1.987617e+000	4.203217e-003
8.275261812125996e-002	-1.987213e+000	-3.039138e-003
8.275726128118822e-002	-1.943279e+000	-1.210959e-002
8.276478421135777e-002	-1.778421e+000	-2.583412e-002
8.277586636125885e-002	-1.374789e+000	-4.283451e-002
8.278847774915123e-002	-7.492870e-001	-5.657717e-002
8.279786970026967e-002	-2.006012e-001	-6.158553e-002
8.280635996975319e-002	3.205296e-001	-6.116905e-002
8.281504003775056e-002	8.256199e-001	-5.594200e-002
8.282561614058050e-002	1.352480e+000	-4.418597e-002
8.283586056771949e-002	1.751938e+000	-2.880673e-002
8.284045772129185e-002	1.879225e+000	-2.070777e-002
8.284385736009192e-002	1.940574e+000	-1.423682e-002
8.284726990846032e-002	1.975568e+000	-7.547659e-003
8.285198317323834e-002	1.987189e+000	1.801457e-003
8.285622843175033e-002	1.957360e+000	1.013923e-002
8.286311694595773e-002	1.822978e+000	2.293092e-002
8.287377542836863e-002	1.463411e+000	4.000882e-002
8.288599721233436e-002	8.855954e-001	5.460065e-002
8.289555496347911e-002	3.398227e-001	6.094823e-002
8.290406551241308e-002	-1.817484e-001	6.171289e-002
8.291290323956306e-002	-7.081757e-001	5.762819e-002
8.292258558496542e-002	-1.209729e+000	4.791788e-002
8.293501719870652e-002	-1.722159e+000	3.015439e-002
8.293984469980967e-002	-1.865267e+000	2.186294e-002
8.294339895158585e-002	-1.933606e+000	1.514111e-002
8.294671778154705e-002	-1.973803e+000	8.661292e-003
8.294986941365329e-002	-1.991647e+000	2.413754e-003
8.295295146324463e-002	-1.987052e+000	-3.709925e-003
8.295780326613657e-002	-1.934879e+000	-1.315395e-002
8.296565724159563e-002	-1.752901e+000	-2.733564e-002
8.297696427726821e-002	-1.325659e+000	-4.425241e-002
8.298976958065023e-002	-6.759793e-001	-5.747037e-002
8.299912921844665e-002	-1.237686e-001	-6.179168e-002
8.300761707742925e-002	3.963958e-001	-6.072997e-002
8.301624832166087e-002	8.907862e-001	-5.487639e-002
8.302728589025149e-002	1.426486e+000	-4.195064e-002
8.303647754041768e-002	1.771810e+000	-2.778359e-002
8.304090845140814e-002	1.888839e+000	-1.986804e-002
8.304419527647536e-002	1.945332e+000	-1.358441e-002
8.304767836032685e-002	1.978760e+000	-6.743202e-003
8.305213579655880e-002	1.987223e+000	2.102403e-003
8.305647675039095e-002	1.954159e+000	1.061848e-002
8.306351819057380e-002	1.812654e+000	2.364078e-002
8.307428021075894e-002	1.442447e+000	4.071115e-002
8.308659851063210e-002	8.528936e-001	5.511342e-002
8.309610713078619e-002	3.066364e-001	6.113112e-002
8.310461154068305e-002	-2.150201e-001	6.161314e-002
8.311340072219554e-002	-7.359585e-001	5.725568e-002
8.312330349284848e-002	-1.242451e+000	4.701481e-002
8.313576537348694e-002	-1.744911e+000	2.889882e-002
8.314038834544019e-002	-1.877275e+000	2.087600e-002
8.314380541256748e-002	-1.939526e+000	1.437768e-002
8.314720722465140e-002	-1.975775e+000	7.713406e-003
8.315143777951915e-002	-1.989626e+000	-6.807037e-004
8.315534085587675e-002	-1.967915e+000	-8.378474e-003
8.316168089108084e-002	-1.858257e+000	-2.032097e-002
8.317185659319636e-002	-1.540897e+000	-3.721339e-002
8.318375758563813e-002	-1.004054e+000	-5.238929e-002
8.319415819206173e-002	-4.236718e-001	-6.028219e-002
8.320284367386283e-002	1.053645e-001	-6.183323e-002
8.321193103086477e-002	6.517860e-001	-5.832997e-002
8.322106339547615e-002	1.136829e+000	-4.979588e-002
8.323349558338160e-002	1.672013e+000	-3.269820e-002
8.323874823654184e-002	1.838676e+000	-2.388540e-002
8.324258264182206e-002	1.920405e+000	-1.672449e-002
8.324570895985789e-002	1.964119e+000	-1.066086e-002
8.324896882372689e-002	1.987556e+000	-4.217514e-003
8.325261661756830e-002	1.987222e+000	3.029783e-003
8.325725883589145e-002	1.943352e+000	1.209867e-002
8.326478026942610e-002	1.778618e+000	2.582169e-002
8.327586007211847e-002	1.375204e+000	4.282198e-002
8.328847021549389e-002	7.498860e-001	5.656923e-002
8.329786251709002e-002	2.012284e-001	6.158331e-002
8.330635279177277e-002	-3.199064e-001	6.117212e-002
8.331503325339412e-002	-8.250813e-001	5.595029e-002
8.332560550261754e-002	-1.351865e+000	4.420397e-002
8.333585668718764e-002	-1.751722e+000	2.881836e-002
8.334045489233906e-002	-1.879099e+000	2.071867e-002
8.334385524147794e-002	-1.940499e+000	1.424674e-002
8.334726735141321e-002	-1.975523e+000	7.558640e-003
8.335198221692002e-002	-1.987193e+000	-1.793581e-003
8.335622687572473e-002	-1.957409e+000	-1.013032e-002
8.336311443090459e-002	-1.823113e+000	-2.292102e-002
8.337377090617630e-002	-1.463720e+000	-3.999818e-002
8.338599175034625e-002	-8.860503e-001	-5.459312e-002
8.339555032263298e-002	-3.402790e-001	-6.094543e-002
8.340406095552054e-002	1.812899e-001	-6.171400e-002
8.341289935791611e-002	7.077926e-001	-5.763309e-002
8.342257862710316e-002	1.209273e+000	-4.793006e-002
8.343500981898157e-002	1.721842e+000	-3.017155e-002
8.343983935193894e-002	1.865082e+000	-2.187790e-002
8.344339495869954e-002	1.933502e+000	-1.515409e-002
8.344671298268208e-002	1.973746e+000	-8.676170e-003
8.344985926028267e-002	1.991612e+000	-2.439403e-003
8.345294768936695e-002	1.987062e+000	3.697001e-003
8.345779713123455e-002	1.935011e+000	1.313697e-002
8.346564736717903e-002	1.753271e+000	2.731417e-002
8.347695076916499e-002	1.326391e+000	4.423184e-002
8.348975362541249e-002	6.770398e-001	5.745800e-002
8.349911379788186e-002	1.248703e-001	6.178924e-002
8.350760168863250e-002	-3.953135e-001	6.073678e-002
8.351623362220075e-002	-8.898621e-001	5.489204e-002
8.352726464384253e-002	-1.425459e+000	4.198333e-002
8.353646993660469e-002	-1.771497e+000	2.780063e-002
8.354090288507991e-002	-1.888672e+000	1.988309e-002
8.354419109901318e-002	-1.945239e+000	1.359728e-002
8.354767330364443e-002	-1.978703e+000	6.758052e-003
8.355213390861806e-002	-1.987226e+000	-2.093767e-003
8.355647367888897e-002	-1.954224e+000	-1.060772e-002
8.356351322898356e-002	-1.812842e+000	-2.362759e-002
8.357427288305201e-002	-1.442855e+000	-4.069754e-002
8.358658972834729e-002	-8.535047e-001	-5.510384e-002
8.359609937236427e-002	-3.072494e-001	-6.112775e-002
8.360460389833711e-002	2.144070e-001	-6.161500e-002
8.361339397347306e-002	7.354478e-001	-5.726252e-002
8.362329267747141e-002	1.241854e+000	-4.703153e-002
8.363575399555247e-002	1.744502e+000	-2.892207e-002
8.364038005645903e-002	1.877045e+000	-2.089544e-002
8.364379920707500e-002	1.939402e+000	-1.439384e-002
8.364719973857980e-002	1.975704e+000	-7.732440e-003
8.365142853712348e-002	1.989646e+000	6.580835e-004
8.365532581219767e-002	1.968091e+000	8.344914e-003
8.366165652754812e-002	1.858872e+000	2.027306e-002
8.367181793871172e-002	1.542478e+000	3.715289e-002
8.368371526663841e-002	1.006314e+000	5.234196e-002
8.369413754895400e-002	4.250026e-001	6.026901e-002
8.370282795322159e-002	-1.042555e-001	6.183356e-002
8.371192071090555e-002	-6.510638e-001	5.833829e-002
8.372104482223834e-002	-1.135822e+000	4.982050e-002
8.373347777730243e-002	-1.671333e+000	3.273079e-002
8.373873548129525e-002	-1.838302e+000	2.391243e-002
8.374257317417530e-002	-1.920208e+000	1.674668e-002
8.374569718008799e-002	-1.963958e+000	1.068809e-002
8.374896619799513e-002	-1.987515e+000	4.226896e-003
8.375261564076465e-002	-1.987226e+000	-3.023605e-003
8.375725724741570e-002	-1.943399e+000	-1.209147e-002
8.376477770871529e-002	-1.778745e+000	-2.581351e-002
8.377585596563832e-002	-1.375476e+000	-4.281371e-002
8.378846529497080e-002	-7.502788e-001	-5.656395e-002
8.379785782759142e-002	-2.016401e-001	-6.158179e-002
